# gmm-acc-stats-ali exp/tri3b/16.mdl "ark,s,cs:apply-cmvn  --utt2spk=ark:data/train/split8/6/utt2spk scp:data/train/split8/6/cmvn.scp scp:data/train/split8/6/feats.scp ark:- | splice-feats  ark:- ark:- | transform-feats exp/tri2b_ali/final.mat ark:- ark:- | transform-feats --utt2spk=ark:data/train/split8/6/utt2spk ark:exp/tri3b/trans.6 ark:- ark:- |" "ark,s,cs:gunzip -c exp/tri3b/ali.6.gz|" exp/tri3b/16.6.acc 
# Started at Tue May  7 16:15:30 KST 2019
#
gmm-acc-stats-ali exp/tri3b/16.mdl 'ark,s,cs:apply-cmvn  --utt2spk=ark:data/train/split8/6/utt2spk scp:data/train/split8/6/cmvn.scp scp:data/train/split8/6/feats.scp ark:- | splice-feats  ark:- ark:- | transform-feats exp/tri2b_ali/final.mat ark:- ark:- | transform-feats --utt2spk=ark:data/train/split8/6/utt2spk ark:exp/tri3b/trans.6 ark:- ark:- |' 'ark,s,cs:gunzip -c exp/tri3b/ali.6.gz|' exp/tri3b/16.6.acc 
transform-feats exp/tri2b_ali/final.mat ark:- ark:- 
apply-cmvn --utt2spk=ark:data/train/split8/6/utt2spk scp:data/train/split8/6/cmvn.scp scp:data/train/split8/6/feats.scp ark:- 
transform-feats --utt2spk=ark:data/train/split8/6/utt2spk ark:exp/tri3b/trans.6 ark:- ark:- 
splice-feats ark:- ark:- 
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 50 utterances; for utterance s03f1jrbmg01-20150804-Korean-cps03050 avg. like is -52.1041 over 194 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 100 utterances; for utterance s03f1jrbmg01-20150804-Korean-cps03101 avg. like is -46.216 over 220 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 150 utterances; for utterance s03f1jrbmg01-20150804-Korean-cps03152 avg. like is -45.4592 over 237 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 200 utterances; for utterance s03f1jrbmg01-20150804-Korean-cps03202 avg. like is -42.2709 over 196 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 250 utterances; for utterance s03f1jrbmg01-20150804-Korean-cps03252 avg. like is -45.4201 over 191 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 300 utterances; for utterance s03f1jrbmg01-20150804-Korean-cps03303 avg. like is -45.6032 over 221 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 350 utterances; for utterance s03f1jrbmg01-20150804-Korean-cps03353 avg. like is -41.0374 over 180 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 400 utterances; for utterance s03f1jrbmg01-20150804-Korean-cps03404 avg. like is -46.3278 over 199 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 450 utterances; for utterance s03f1jrbmg01-20150804-KoreanbabbleSNR10-cps03036 avg. like is -50.9068 over 221 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 500 utterances; for utterance s03f1jrbmg01-20150804-KoreanbabbleSNR10-cps03087 avg. like is -48.8448 over 199 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 550 utterances; for utterance s03f1jrbmg01-20150804-KoreanbabbleSNR10-cps03138 avg. like is -46.8118 over 215 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 600 utterances; for utterance s03f1jrbmg01-20150804-KoreanbabbleSNR10-cps03188 avg. like is -47.5466 over 196 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 650 utterances; for utterance s03f1jrbmg01-20150804-KoreanbabbleSNR10-cps03238 avg. like is -48.2065 over 153 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 700 utterances; for utterance s03f1jrbmg01-20150804-KoreanbabbleSNR10-cps03289 avg. like is -47.1089 over 197 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 750 utterances; for utterance s03f1jrbmg01-20150804-KoreanbabbleSNR10-cps03339 avg. like is -48.8019 over 177 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 800 utterances; for utterance s03f1jrbmg01-20150804-KoreanbabbleSNR10-cps03389 avg. like is -47.1894 over 140 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 850 utterances; for utterance s03f1kwgnn01-20150804-Korean-cps03022 avg. like is -47.9989 over 180 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 900 utterances; for utterance s03f1kwgnn01-20150804-Korean-cps03074 avg. like is -50.7751 over 165 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 950 utterances; for utterance s03f1kwgnn01-20150804-Korean-cps03125 avg. like is -44.373 over 177 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1000 utterances; for utterance s03f1kwgnn01-20150804-Korean-cps03178 avg. like is -43.8159 over 171 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1050 utterances; for utterance s03f1kwgnn01-20150804-Korean-cps03228 avg. like is -44.0328 over 168 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1100 utterances; for utterance s03f1kwgnn01-20150804-Korean-cps03279 avg. like is -53.5838 over 172 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1150 utterances; for utterance s03f1kwgnn01-20150804-Korean-cps03330 avg. like is -47.1185 over 162 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1200 utterances; for utterance s03f1kwgnn01-20150804-Korean-cps03382 avg. like is -46.1566 over 184 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1250 utterances; for utterance s03f1kwgnn01-20150804-KoreanhfchannelSNR10-cps03016 avg. like is -40.4551 over 162 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1300 utterances; for utterance s03f1kwgnn01-20150804-KoreanhfchannelSNR10-cps03068 avg. like is -40.0747 over 157 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1350 utterances; for utterance s03f1kwgnn01-20150804-KoreanhfchannelSNR10-cps03118 avg. like is -41.183 over 120 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1400 utterances; for utterance s03f1kwgnn01-20150804-KoreanhfchannelSNR10-cps03172 avg. like is -43.7916 over 180 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1450 utterances; for utterance s03f1kwgnn01-20150804-KoreanhfchannelSNR10-cps03222 avg. like is -42.3375 over 175 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1500 utterances; for utterance s03f1kwgnn01-20150804-KoreanhfchannelSNR10-cps03273 avg. like is -40.49 over 163 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1550 utterances; for utterance s03f1kwgnn01-20150804-KoreanhfchannelSNR10-cps03324 avg. like is -39.4512 over 186 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1600 utterances; for utterance s03f1kwgnn01-20150804-KoreanhfchannelSNR10-cps03375 avg. like is -45.2786 over 150 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1650 utterances; for utterance s03f2ksame01-20150804-Korean-cps03010 avg. like is -48.1633 over 167 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1700 utterances; for utterance s03f2ksame01-20150804-Korean-cps03061 avg. like is -50.5262 over 162 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1750 utterances; for utterance s03f2ksame01-20150804-Korean-cps03112 avg. like is -48.0381 over 151 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1800 utterances; for utterance s03f2ksame01-20150804-Korean-cps03163 avg. like is -46.2018 over 97 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1850 utterances; for utterance s03f2ksame01-20150804-Korean-cps03215 avg. like is -48.7231 over 156 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1900 utterances; for utterance s03f2ksame01-20150804-Korean-cps03266 avg. like is -51.0193 over 136 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 1950 utterances; for utterance s03f2ksame01-20150804-Korean-cps03318 avg. like is -43.8768 over 143 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2000 utterances; for utterance s03f2ksame01-20150804-Korean-cps03369 avg. like is -42.0142 over 140 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2050 utterances; for utterance s03f2ksame01-20150804-KoreanhfchannelSNR10-cps03002 avg. like is -39.655 over 146 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2100 utterances; for utterance s03f2ksame01-20150804-KoreanhfchannelSNR10-cps03053 avg. like is -37.2263 over 151 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2150 utterances; for utterance s03f2ksame01-20150804-KoreanhfchannelSNR10-cps03104 avg. like is -35.3761 over 136 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2200 utterances; for utterance s03f2ksame01-20150804-KoreanhfchannelSNR10-cps03155 avg. like is -38.8948 over 152 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2250 utterances; for utterance s03f2ksame01-20150804-KoreanhfchannelSNR10-cps03207 avg. like is -38.3966 over 163 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2300 utterances; for utterance s03f2ksame01-20150804-KoreanhfchannelSNR10-cps03258 avg. like is -39.7779 over 161 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2350 utterances; for utterance s03f2ksame01-20150804-KoreanhfchannelSNR10-cps03309 avg. like is -38.7137 over 159 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2400 utterances; for utterance s03f2ksame01-20150804-KoreanhfchannelSNR10-cps03361 avg. like is -39.927 over 165 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2450 utterances; for utterance s03f2ksame01-20150804-KoreanhfchannelSNR10-cps03412 avg. like is -32.565 over 121 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2500 utterances; for utterance s03f2ksbmg02-20150804-Korean-cps03044 avg. like is -54.441 over 168 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2550 utterances; for utterance s03f2ksbmg02-20150804-Korean-cps03094 avg. like is -55.779 over 148 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2600 utterances; for utterance s03f2ksbmg02-20150804-Korean-cps03145 avg. like is -51.0877 over 144 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2650 utterances; for utterance s03f2ksbmg02-20150804-Korean-cps03196 avg. like is -48.4288 over 144 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2700 utterances; for utterance s03f2ksbmg02-20150804-Korean-cps03247 avg. like is -47.7636 over 139 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2750 utterances; for utterance s03f2ksbmg02-20150804-Korean-cps03297 avg. like is -47.3479 over 154 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2800 utterances; for utterance s03f2ksbmg02-20150804-Korean-cps03347 avg. like is -44.9368 over 162 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2850 utterances; for utterance s03f2ksbmg02-20150804-Korean-cps03397 avg. like is -51.23 over 179 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2900 utterances; for utterance s03f2ksbmg02-20150804-KoreancarSNR10-cps03030 avg. like is -39.3747 over 174 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 2950 utterances; for utterance s03f2ksbmg02-20150804-KoreancarSNR10-cps03080 avg. like is -37.8853 over 165 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3000 utterances; for utterance s03f2ksbmg02-20150804-KoreancarSNR10-cps03131 avg. like is -39.0572 over 167 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3050 utterances; for utterance s03f2ksbmg02-20150804-KoreancarSNR10-cps03182 avg. like is -38.3766 over 165 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3100 utterances; for utterance s03f2ksbmg02-20150804-KoreancarSNR10-cps03233 avg. like is -37.0641 over 148 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3150 utterances; for utterance s03f2ksbmg02-20150804-KoreancarSNR10-cps03283 avg. like is -36.2403 over 189 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3200 utterances; for utterance s03f2ksbmg02-20150804-KoreancarSNR10-cps03333 avg. like is -40.237 over 171 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3250 utterances; for utterance s03f2ksbmg02-20150804-KoreancarSNR10-cps03383 avg. like is -37.2304 over 136 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3300 utterances; for utterance s03f2kssmh01-20150804-Korean-cps03016 avg. like is -43.8726 over 164 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3350 utterances; for utterance s03f2kssmh01-20150804-Korean-cps03066 avg. like is -48.3179 over 172 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3400 utterances; for utterance s03f2kssmh01-20150804-Korean-cps03116 avg. like is -43.1608 over 123 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3450 utterances; for utterance s03f2kssmh01-20150804-Korean-cps03166 avg. like is -42.2738 over 185 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3500 utterances; for utterance s03f2kssmh01-20150804-Korean-cps03216 avg. like is -39.5587 over 156 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3550 utterances; for utterance s03f2kssmh01-20150804-Korean-cps03267 avg. like is -42.1981 over 201 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3600 utterances; for utterance s03f2kssmh01-20150804-Korean-cps03317 avg. like is -42.8385 over 178 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3650 utterances; for utterance s03f2kssmh01-20150804-Korean-cps03367 avg. like is -36.6759 over 171 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3700 utterances; for utterance s03f2kssmh01-20150804-Korean-cps03418 avg. like is -41.2319 over 168 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3750 utterances; for utterance s03f2kssmh01-20150804-Koreanbabble1SNR10-cps03050 avg. like is -50.989 over 163 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3800 utterances; for utterance s03f2kssmh01-20150804-Koreanbabble1SNR10-cps03100 avg. like is -42.8413 over 149 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3850 utterances; for utterance s03f2kssmh01-20150804-Koreanbabble1SNR10-cps03150 avg. like is -43.1019 over 358 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3900 utterances; for utterance s03f2kssmh01-20150804-Koreanbabble1SNR10-cps03200 avg. like is -44.4984 over 223 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 3950 utterances; for utterance s03f2kssmh01-20150804-Koreanbabble1SNR10-cps03251 avg. like is -42.7709 over 184 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 4000 utterances; for utterance s03f2kssmh01-20150804-Koreanbabble1SNR10-cps03301 avg. like is -44.3457 over 237 frames.
